ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,bin,is_sol
A-1485,hexafluoroprop-1-ene,"InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9",HCDGVLDPFQMKDK-UHFFFAOYSA-N,FC(F)=C(F)C(F)(F)F,-2.8887982833,0.0504960657537499,3,G5,150.021,2.6263,16.405,9.0,0.0,0.0,6.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,45.77274464199592,4.399515870465618,125.72862410467503,High,True
A-1495,"1-chloro-1,1-difluoroethane","InChI=1S/C2H3ClF2/c1-2(3,4)5/h1H3",BHNZEZWIUMJCGF-UHFFFAOYSA-N,CC(F)(F)Cl,-1.7233908536000002,0.0663127826499998,2,G3,100.495,1.8379,16.474,5.0,0.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,33.7385301749603,3.0237157840738176,23.11941547876375,High,True
A-1497,difluoromethane,InChI=1S/CH2F2/c2-1-3/h1H2,RWRIWBAIICGTTQ-UHFFFAOYSA-N,FCF,-1.4374417919999998,0.1944147633123403,3,G5,52.023,0.8829,7.083,3.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,17.07032183368202,1.6329931618554523,2.754887502163468,High,True
A-1499,"magnesium(2+) ion bis(2,3-dinonylnaphthalene-1-sulfonate)","InChI=1S/2C28H44O3S.Mg/c2*1-3-5-7-9-11-13-15-19-24-23-25-20-17-18-22-27(25)28(32(29,30)31)26(24)21-16-14-12-10-8-6-4-2;/h2*17-18,20,22-23H,3-16,19,21H2,1-2H3,(H,29,30,31);/q;;+2/p-2",QGEKBXUETMOETP-UHFFFAOYSA-L,[Mg++].CCCCCCCCCc1cc2ccccc2c(c1CCCCCCCCC)[S]([O-])(=O)=O.CCCCCCCCCc3cc4ccccc4c(c3CCCCCCCCC)[S]([O-])(=O)=O,-4.6744729174,0.0227917385,2,G3,943.7369999999994,16.279399999999963,276.3643999999994,65.0,6.0,0.0,9.0,34.0,360.0,4.0,0.0,0.0,4.0,114.39999999999998,413.5227414890158,4.3999997584377276e-07,1963.261094451492,Low,False
A-1508,"benzene-1,4-dicarbonyl dichloride",InChI=1S/C8H4Cl2O2/c9-7(11)5-1-2-6(4-3-5)8(10)12/h1-4H,LXEJRKJRKIFVNY-UHFFFAOYSA-N,ClC(=O)c1ccc(cc1)C(Cl)=O,-4.0287937791,0.0513311709500001,2,G3,203.024,2.4446000000000003,46.80900000000001,12.0,2.0,0.0,4.0,2.0,62.0,1.0,0.0,0.0,1.0,34.14,79.09086400214105,3.0061498337295465,283.3346746591642,Medium,False
A-1519,calcium dimagnesium(2+) ion tetrahydroxide oxidandiide,"InChI=1S/C19H26O3/c1-18-7-5-12(20)9-11(18)3-4-13-14(18)6-8-19(2)16(22)10-15(21)17(13)19/h9,13-15,17,21H,3-8,10H2,1-2H3/t13-,14+,15?,17-,18+,19-/m1/s1",MYKMKUGZFQKMOZ-HYNIEHHYSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3C(O)CC4=O,-2.2130969417,0.3636259968499998,2,G3,302.41400000000004,3.058200000000001,83.10680000000005,22.0,3.0,1.0,3.0,0.0,120.0,0.0,3.0,4.0,4.0,54.37,131.71255939295088,1.726554158978616,577.2293702335213,High,True
A-1532,1-bromo-3-chloropropane,InChI=1S/C3H6BrCl/c4-2-1-3-5/h1-3H2,MFESCIUQSIBMSM-UHFFFAOYSA-N,ClCCCBr,-1.9401514115,0.4510267627788163,3,G5,157.438,2.0102,29.130999999999997,5.0,0.0,0.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,45.6399490891458,2.19060968716425,14.364527976600282,High,True
A-1533,"2,2,2-trichloroethane-1,1-diol","InChI=1S/C2H3Cl3O2/c3-2(4,5)1(6)7/h1,6-7H",RNFNDJAIBTYOQL-UHFFFAOYSA-N,OC(O)C(Cl)(Cl)Cl,1.0371672978,0.4751856403021686,6,G5,165.403,0.6672999999999998,28.5156,7.0,2.0,2.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0,40.46,55.602459327263205,3.541196965079901,56.44547197387445,High,True
A-1534,"disodium (5E)-5-[2-(2-methoxy-5-methyl-4-sulfonatophenyl)hydrazin-1-ylidene]-6-oxo-5,6-dihydronaphthalene-2-sulfonate","InChI=1S/C18H16N2O8S2.2Na/c1-10-7-14(16(28-2)9-17(10)30(25,26)27)19-20-18-13-5-4-12(29(22,23)24)8-11(13)3-6-15(18)21;;/h3-9,19H,1-2H3,(H,22,23,24)(H,25,26,27);;/q;2*+1/p-2/b20-18+;;",POXPUHKJGLHZEM-VIPPSAFOSA-L,[Na+].[Na+].COc1cc(c(C)cc1N\N=C2\C(=O)C=Cc3cc(ccc23)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.4405855136,0.04357508785,2,G3,496.4300000000002,-4.768079999999992,104.3001,32.0,10.0,1.0,14.0,5.0,158.0,2.0,0.0,1.0,3.0,165.08999999999995,228.7571751109861,2.559998350601092e-06,1336.9886313690663,High,True
A-1538,5-hydroxyisophthalic acid,"InChI=1S/C8H6O5/c9-6-2-4(7(10)11)1-5(3-6)8(12)13/h1-3,9H,(H,10,11)(H,12,13)",QNVNLUSHGRBCLO-UHFFFAOYSA-N,OC(=O)c1cc(O)cc(c1)C(O)=O,-2.005111367,0.2384443164999998,2,G3,182.131,0.7886,42.025400000000005,13.0,3.0,3.0,5.0,2.0,68.0,1.0,0.0,0.0,1.0,94.83,72.86703280496575,3.263407613099897,336.54717755428595,High,True
A-1539,"disodium 2,2'-ethene-1,2-diylbis{5-[(4-anilino-6-morpholin-4-yl-1,3,5-triazin-2-yl)amino]benzenesulfonate}","InChI=1S/C40H40N12O8S2.2Na/c53-61(54,55)33-25-31(43-37-45-35(41-29-7-3-1-4-8-29)47-39(49-37)51-17-21-59-22-18-51)15-13-27(33)11-12-28-14-16-32(26-34(28)62(56,57)58)44-38-46-36(42-30-9-5-2-6-10-30)48-40(50-38)52-19-23-60-24-20-52;;/h1-16,25-26H,17-24H2,(H,53,54,55)(H,56,57,58)(H2,41,43,45,47,49)(H2,42,44,46,48,50);;/q;2*+1/p-2/b12-11+;;",VUJGKADZTYCLIL-YHPRVSEPSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Nc3ccccc3)nc(n2)N4CCOCC4)ccc1/C=C/c5ccc(Nc6nc(Nc7ccccc7)nc(n6)N8CCOCC8)cc5[S]([O-])(=O)=O,-2.710838239,0.0117405478999998,2,G3,924.9339999999996,-1.3091999999999886,229.4711999999996,64.0,20.0,4.0,24.0,14.0,320.0,6.0,2.0,2.0,8.0,264.8,413.01319563957713,3.4007054750541453e-06,2616.4738051662584,High,True
A-1542,cyclododecanol,"InChI=1S/C12H24O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h12-13H,1-11H2",SFVWPXMPRCIVOK-UHFFFAOYSA-N,OC1CCCCCCCCCCC1,-3.9891177261,0.1627990935500001,2,G3,184.32299999999995,3.652000000000003,56.79380000000005,13.0,1.0,1.0,1.0,0.0,78.0,0.0,1.0,1.0,1.0,20.23,82.54201688485905,2.1079581635972864,99.69210414479322,Medium,False
A-1553,"tris(1,3-dichloropropan-2-yl) phosphate","InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2",ASLWPAWFJZFCKF-UHFFFAOYSA-N,ClCC(CCl)O[P](=O)(OC(CCl)CCl)OC(CCl)CCl,-4.3767049743,0.20629026745,2,G3,430.907,4.682900000000003,86.54550000000003,20.0,4.0,0.0,11.0,12.0,122.0,0.0,0.0,0.0,0.0,44.760000000000005,148.36863166728816,4.947205147936471,242.8173499961941,Medium,False
A-1554,"1,2,3-trichlorobenzene",InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,RELMFMZEBKVZJC-UHFFFAOYSA-N,Clc1cccc(Cl)c1Cl,-4.003482074,0.1164760529598173,5,G5,181.449,3.6468000000000007,41.47200000000001,9.0,0.0,0.0,3.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,68.34120180014197,3.2478347337367026,199.2929995478469,Medium,False
A-1562,4-methyl-1-(propan-2-yl)cyclohex-3-en-1-ol,"InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3",WRYLYDPHFGVWKC-UHFFFAOYSA-N,CC(C)C1(O)CCC(=CC1)C,-1.9409970697,0.3299873499,2,G3,154.25299999999996,2.5037000000000003,47.39580000000002,11.0,1.0,1.0,1.0,1.0,64.0,0.0,0.0,1.0,1.0,20.23,69.12252962388153,2.637067423359619,169.71159065163116,High,True
A-1564,"1,4-dimethoxy-2-nitrobenzene","InChI=1S/C8H9NO4/c1-12-6-3-4-8(13-2)7(5-6)9(10)11/h3-5H,1-2H3",UPTOWXNJLZJTGD-UHFFFAOYSA-N,COc1ccc(OC)c(c1)[N+]([O-])=O,-3.0173250803,0.0496874598500001,2,G3,183.163,1.612,46.200400000000016,13.0,4.0,0.0,5.0,3.0,70.0,1.0,0.0,0.0,1.0,61.6,75.04135352980374,3.175529228703851,323.9201072839529,High,True
A-1565,3-iodoprop-2-yn-1-yl N-butylcarbamate,"InChI=1S/C8H12INO2/c1-2-3-6-10-8(11)12-7-4-5-9/h2-3,6-7H2,1H3,(H,10,11)",WYVVKGNFXHOCQV-UHFFFAOYSA-N,CCCCNC(=O)OCC#CI,-3.2033373628,0.0142537994084229,3,G5,281.093,1.9086,56.054700000000025,12.0,2.0,1.0,4.0,4.0,68.0,0.0,0.0,0.0,0.0,38.33,86.3798388546674,3.2547207620095517,183.2322192588714,High,True
A-1570,"5-amino-6-methyl-2,3-dihydro-1H-1,3-benzodiazol-2-one","InChI=1S/C8H9N3O/c1-4-2-6-7(3-5(4)9)11-8(12)10-6/h2-3H,9H2,1H3,(H2,10,11,12)",ZCXIPVIGYBHUTQ-UHFFFAOYSA-N,Cc1cc2NC(=O)Nc2cc1N,-1.9771384819,0.12791662345,2,G3,163.18,0.74682,48.0688,12.0,2.0,3.0,4.0,0.0,62.0,2.0,0.0,0.0,2.0,74.67,68.40823096464607,2.915474885978318,438.4988967851898,High,True
A-1576,2-(tert-butylperoxy)-2-methylpropane,"InChI=1S/C8H18O2/c1-7(2,3)9-10-8(4,5)6/h1-6H3",LSXWFXONGKSEMY-UHFFFAOYSA-N,CC(C)(C)OOC(C)(C)C,-2.9320403696,0.1164798152000001,2,G3,146.23,2.531600000000001,41.67600000000001,10.0,2.0,0.0,2.0,1.0,62.0,0.0,0.0,0.0,0.0,18.46,63.45023160335785,3.563001750182873,80.80566875783265,High,True
A-1577,ethyl 3-phenylacrylate,"InChI=1S/C11H12O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-9H,2H2,1H3/b9-8+",KBEBGUQPQBELIU-CMDGGOBGSA-N,CCOC(=O)\C=C\c1ccccc1,-3.0130467638,0.0087233818999998,2,G3,176.215,2.2629,52.10900000000003,13.0,2.0,0.0,2.0,3.0,68.0,1.0,0.0,0.0,1.0,26.3,77.8415779888464,2.538214333042918,288.21840549259923,High,True
A-1578,"sodium 2-[(4-hydroxy-9,10-dioxo-9,10-dihydroanthracen-1-yl)amino]-5-methylbenzene-1-sulfonate","InChI=1S/C21H15NO6S.Na/c1-11-6-7-14(17(10-11)29(26,27)28)22-15-8-9-16(23)19-18(15)20(24)12-4-2-3-5-13(12)21(19)25;/h2-10,22-23H,1H3,(H,26,27,28);/q;+1/p-1",GTKIEPUIFBBXJQ-UHFFFAOYSA-M,[Na+].Cc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)c(c1)[S]([O-])(=O)=O,-2.4023932811,0.3837560668000001,2,G3,431.4010000000002,0.1277200000000001,103.83870000000005,30.0,7.0,2.0,9.0,3.0,146.0,3.0,0.0,1.0,4.0,123.6,194.34376248992984,2.559997189869837e-06,1317.0670432644094,High,True
A-1579,"2,3-dihydro-1,2-benzothiazol-3-one","InChI=1S/C7H5NOS/c9-7-5-3-1-2-4-6(5)10-8-7/h1-4H,(H,8,9)",DMSMPAJRVJJAGA-UHFFFAOYSA-N,O=C1NSc2ccccc12,-1.9472895459,0.2350130610292352,12,G5,151.18999999999997,1.5896,42.445700000000016,10.0,2.0,1.0,3.0,0.0,50.0,2.0,0.0,0.0,2.0,32.86,61.27569099157935,3.070614737543394,400.8983534112405,High,True
A-1587,Isolongifolanone,"InChI=1S/C15H24O/c1-13(2)7-6-11(16)12-14(3,4)10-5-8-15(12,13)9-10/h10,12H,5-9H2,1-4H3",VCOCESNMLNDPLX-UHFFFAOYSA-N,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,-4.0976122125,0.0788039266999995,2,G3,220.356,3.818000000000003,65.06700000000005,16.0,1.0,0.0,1.0,0.0,90.0,0.0,3.0,3.0,3.0,17.07,98.99246926883812,2.1375574290078867,352.44645225201987,Medium,False
A-1600,nonan-2-one,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",VKCYHJWLYTUGCC-UHFFFAOYSA-N,CCCCCCCC(C)=O,-2.9303113789,0.1733287191999999,2,G3,142.242,2.935900000000002,44.057000000000016,10.0,1.0,0.0,1.0,6.0,60.0,0.0,0.0,0.0,0.0,17.07,63.82031004304618,2.8385891218139165,86.72905595320057,High,True
A-1601,"1-methyl-2,4-dinitrobenzene; 2-methyl-1,3-dinitrobenzene","InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3",RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-3.040285322,0.1114341643368585,3,G5,182.135,1.8114200000000005,44.487800000000014,13.0,4.0,0.0,6.0,2.0,68.0,1.0,0.0,0.0,1.0,86.28,73.10229667889317,3.267052212361692,374.7553335743196,High,True
A-1606,4-[(3-hydroxypropyl)amino]-3-nitrophenol,"InChI=1S/C9H12N2O4/c12-5-1-4-10-8-3-2-7(13)6-9(8)11(14)15/h2-3,6,10,12-13H,1,4-5H2",VTXBLQLZQLHDIL-UHFFFAOYSA-N,OCCCNc1ccc(O)cc1[N+]([O-])=O,-2.1105897103,0.0251641387999999,2,G3,212.205,1.0946999999999996,54.95370000000002,15.0,5.0,3.0,6.0,5.0,82.0,1.0,0.0,0.0,1.0,95.63,86.31753487318664,2.812006596448641,353.9656228228465,High,True
A-1612,"1,2-xylene","InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,-2.8191677601,0.0321733662692313,5,G5,106.168,2.30344,35.916,8.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,50.16128734829018,3.134861511345448,156.14811391899892,High,True
A-1614,"1,4-xylene","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1,-2.8191677601,0.0321733662692313,5,G5,106.168,2.30344,35.916,8.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,50.16128734829017,3.0324555320336755,138.89811391899892,High,True
A-1619,2-phenylethyl 2-methylpropanoate,"InChI=1S/C12H16O2/c1-10(2)12(13)14-9-8-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",JDQVBGQWADMTAM-UHFFFAOYSA-N,CC(C)C(=O)OCCc1ccccc1,-3.0797644375,0.0391084439849002,3,G5,192.258,2.4283,55.94300000000004,14.0,2.0,0.0,2.0,4.0,76.0,1.0,0.0,0.0,1.0,26.3,84.89612313542726,2.2575072289904474,277.63302033025855,High,True
A-1620,"4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-3-en-2-one","InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8H,5-6,9H2,1-4H3/b8-7+",PSQYTAPXSHCGMF-BQYQJAHWSA-N,CC(=O)/C=C/C1=C(C)CCCC1(C)C,-3.0798638184,0.0830445778968299,3,G5,192.302,3.6582000000000026,60.15300000000004,14.0,1.0,0.0,1.0,2.0,78.0,0.0,0.0,1.0,1.0,17.07,86.89504128273488,2.96127747123545,292.35742381695854,High,True
A-1623,"N,N-dimethyldecan-1-amine","InChI=1S/C12H27N/c1-4-5-6-7-8-9-10-11-12-13(2)3/h4-12H2,1-3H3",YWWNNLPSZSEZNZ-UHFFFAOYSA-N,CCCCCCCCCCN(C)C,-4.0452878346,0.1950336928,2,G3,185.355,3.6887000000000025,61.16400000000006,13.0,1.0,0.0,1.0,9.0,80.0,0.0,0.0,0.0,0.0,3.24,84.51344795639562,2.8354061560854147,89.12526634448808,Medium,False
A-1627,2-methyloctane-2-thiol,"InChI=1S/C9H20S/c1-4-5-6-7-8-9(2,3)10/h10H,4-8H2,1-3H3",MPBLPZLNKKGCGP-UHFFFAOYSA-N,CCCCCCC(C)(C)S,-3.9901601094,0.194517551296195,3,G5,160.326,3.6652000000000022,51.82400000000004,10.0,1.0,1.0,1.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,70.81385460640415,3.0437584089734577,71.28767654158642,Medium,False
A-1629,O-(4-bromo-2-chlorophenyl) O-ethyl S-propyl thiophosphate,"InChI=1S/C11H15BrClO3PS/c1-3-7-18-17(14,15-4-2)16-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3",QYMMJNLHFKGANY-UHFFFAOYSA-N,CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,-4.365622838,0.1201660776499999,2,G3,373.636,5.7691000000000034,81.76150000000004,18.0,4.0,0.0,7.0,7.0,102.0,1.0,0.0,0.0,1.0,35.53,124.9886530478484,2.8510032626884056,444.2965436360365,Medium,False
A-1630,zinc bis(dinonylnaphthalenesulphonate),"InChI=1S/2C28H44O3S.Zn/c2*1-3-5-7-9-11-13-15-19-24-23-25-20-17-18-22-27(25)28(32(29,30)31)26(24)21-16-14-12-10-8-6-4-2;/h2*17-18,20,22-23H,3-16,19,21H2,1-2H3,(H,29,30,31);/q;;+2/p-2",COGHWIKGZJHSAG-UHFFFAOYSA-L,[Zn++].CCCCCCCCCc1cc2ccccc2c(c1CCCCCCCCC)[S]([O-])(=O)=O.CCCCCCCCCc3cc4ccccc4c(c3CCCCCCCCC)[S]([O-])(=O)=O,-4.7884242194,0.0348872210429197,3,G5,984.8219999999992,16.657699999999966,270.61039999999923,65.0,6.0,0.0,9.0,34.0,360.0,4.0,0.0,0.0,4.0,114.39999999999998,410.1361737234844,4.3999997584377276e-07,1963.261094451492,Low,False
A-1634,2-methyldecanal,"InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-11(2)10-12/h10-11H,3-9H2,1-2H3",LBICMZLDYMBIGA-UHFFFAOYSA-N,CCCCCCCCC(C)C=O,-4.0270844645,0.24742501085,2,G3,170.296,3.5720000000000027,53.22100000000004,12.0,1.0,0.0,1.0,8.0,72.0,0.0,0.0,0.0,0.0,17.07,76.5501942718394,2.947948425070748,99.17723487531202,Medium,False
A-1640,"2,3,6-trimethylphenol","InChI=1S/C9H12O/c1-6-4-5-7(2)9(10)8(6)3/h4-5,10H,1-3H3",QQOMQLYQAXGHSU-UHFFFAOYSA-N,Cc1ccc(C)c(O)c1C,-1.9355008883,0.0231843712999999,2,G3,136.194,2.3174600000000005,42.31780000000001,10.0,1.0,1.0,1.0,0.0,54.0,1.0,0.0,0.0,1.0,20.23,61.32046321488279,3.3421538077705124,224.150333363576,High,True
A-1643,"1,3-xylene","InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1,-2.8328690378,0.0751812379635976,6,G5,106.168,2.30344,35.916,8.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,50.16128734829017,3.077660437970554,159.89811391899892,High,True
A-1648,Dioxosilane,InChI=1S/O2Si/c1-3-2,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,O=[Si]=O,-3.6026675784,0.406944361470366,3,G5,60.084,-0.6184000000000001,7.126999999999999,3.0,2.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,34.14,19.40222479242814,3.2659863237109046,23.774437510817343,High,True
A-1662,"1,2-dimethyl-3-nitrobenzene","InChI=1S/C8H9NO2/c1-6-4-3-5-8(7(6)2)9(10)11/h3-5H,1-2H3",FVHAWXWFPBPFOS-UHFFFAOYSA-N,Cc1cccc(c1C)[N+]([O-])=O,-3.0033599893000003,0.0539526986999998,2,G3,151.165,2.21164,42.57040000000002,11.0,2.0,0.0,3.0,1.0,58.0,1.0,0.0,0.0,1.0,43.14,64.81426307078998,3.273580821537543,294.14357423078934,High,True
A-1670,2-phenylethyl 2-phenylacetate,"InChI=1S/C16H16O2/c17-16(13-15-9-5-2-6-10-15)18-12-11-14-7-3-1-4-8-14/h1-10H,11-13H2",ZOZIRNMDEZKZHM-UHFFFAOYSA-N,O=C(Cc1ccccc1)OCCc2ccccc2,-4.1887477927,0.0752065440500002,2,G3,240.302,3.015000000000001,71.25100000000005,18.0,2.0,0.0,2.0,5.0,92.0,2.0,0.0,0.0,2.0,26.3,107.2233331126981,1.7257772363989228,476.9648515208871,Medium,False
A-1678,"1,2-bis(prop-2-en-1-yl) benzene-1,2-dicarboxylate","InChI=1S/C14H14O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h3-8H,1-2,9-10H2",QUDWYFHPNIMBFC-UHFFFAOYSA-N,C=CCOC(=O)c1ccccc1C(=O)OCC=C,-3.2211356868000003,0.2862505989156169,4,G5,246.26199999999997,2.3722000000000003,67.40100000000002,18.0,4.0,0.0,4.0,6.0,94.0,1.0,0.0,0.0,1.0,52.60000000000001,105.52186862940262,2.907709957142368,419.6167252520633,High,True
A-1685,"3,3,5-trimethylcyclohexanol","InChI=1S/C9H18O/c1-7-4-8(10)6-9(2,3)5-7/h7-8,10H,4-6H2,1-3H3",BRRVXFOKWJKTGG-UHFFFAOYSA-N,CC1CC(O)CC(C)(C)C1,-1.9916598479,0.0469522514499999,2,G3,142.24199999999996,2.1935,42.80280000000001,10.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1.0,1.0,20.23,63.44719054166919,2.509938883631114,105.89667380414838,High,True
A-1686,"N,N-dimethylaniline","InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N,CN(C)c1ccccc1,-1.9220736974,0.0410933781,2,G3,121.18299999999996,1.7526,40.76900000000002,9.0,1.0,0.0,1.0,1.0,48.0,1.0,0.0,0.0,1.0,3.24,55.92112101849355,2.848234050597751,167.1823264341432,High,True
A-1688,potassium iodide,InChI=1S/HI.K/h1H;/q;+1/p-1,NLKNQRATVPKPDG-UHFFFAOYSA-M,[K+].[I-],0.935222717,0.092431073106681,3,G5,166.002,-5.992,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,73.43483487190015,0.0,2.0,High,True
A-1690,(2E)-3-phenylprop-2-enal,InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H/b7-4+,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,O=C/C=C/c1ccccc1,-1.9688182578,0.1188252760161906,3,G5,132.16199999999998,1.8987,41.54000000000002,10.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,1.0,17.07,59.998148530546295,2.7587670006154434,223.7433990600969,High,True
A-1694,N-(4-hydroxyphenyl)acetamide,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,-1.0333232127,0.0793162856566452,3,G5,151.165,1.3505999999999998,42.41050000000002,11.0,2.0,2.0,3.0,1.0,58.0,1.0,0.0,0.0,1.0,49.33,64.66690538413799,2.7362980721056545,253.2994975838911,High,True
A-1702,nonan-1-ol,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",ZWRUINPWMLAQRD-UHFFFAOYSA-N,CCCCCCCCCO,-3.0130118711,0.4352204596411788,4,G5,144.258,2.7293000000000016,45.078800000000015,10.0,1.0,1.0,1.0,7.0,62.0,0.0,0.0,0.0,0.0,20.23,64.45302169519843,2.6476048489438337,44.68995593589281,High,True
A-1705,"1,4-dioxacycloheptadecane-5,17-dione",InChI=1S/C15H26O4/c16-14-10-8-6-4-2-1-3-5-7-9-11-15(17)19-13-12-18-14/h1-13H2,XRHCAGNSDHCHFJ-UHFFFAOYSA-N,O=C1CCCCCCCCCCCC(=O)OCCO1,-4.2616951793,0.1677679630832992,4,G5,270.3689999999999,3.377500000000002,72.70500000000006,19.0,4.0,0.0,4.0,0.0,110.0,0.0,1.0,1.0,1.0,52.60000000000001,115.39274413495416,2.216244891666003,236.8711889381276,Medium,False
A-1707,5-chloro-2-(4-chlorophenoxy)phenol,"InChI=1S/C12H8Cl2O2/c13-8-1-4-10(5-2-8)16-12-6-3-9(14)7-11(12)15/h1-7,15H",BYNQFCJOHGOKSS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2,-4.2393931239,0.1188718714048985,3,G5,255.1,4.491300000000002,64.64280000000002,16.0,2.0,1.0,4.0,2.0,82.0,2.0,0.0,0.0,2.0,29.46,103.00280876102724,2.233817117740491,494.8719889797813,Medium,False
A-1712,"N~2~-(4,6-diamino-1,3,5-triazin-2-yl)-1,3,5-triazine-2,4,6-triamine","InChI=1S/C6H9N11/c7-1-11-2(8)14-5(13-1)17-6-15-3(9)12-4(10)16-6/h(H9,7,8,9,10,11,12,13,14,15,16,17)",YZEZMSPGIPTEBA-UHFFFAOYSA-N,Nc1nc(N)nc(Nc2nc(N)nc(N)n2)n1,-4.2253369782,0.2623664101963551,5,G5,235.215,-1.871000000000001,60.58629999999997,17.0,11.0,5.0,11.0,2.0,88.0,2.0,0.0,0.0,2.0,193.45,94.71581018289892,2.305198639989204,461.6530739446814,Medium,False
A-1715,methylcyclohexane,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,-3.8459348013,0.0289674006499998,2,G3,98.189,2.5866000000000007,32.24899999999998,7.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,1.0,1.0,0.0,45.92307256067996,2.1229179499593664,42.0,Medium,False
A-1720,dimethyl carbonate,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,IEJIGPNLZYLLBP-UHFFFAOYSA-N,COC(=O)OC,0.1852603514,0.04015783425,2,G3,90.078,0.3992,19.413999999999994,6.0,3.0,0.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,35.53,35.8577478156803,2.9881608821342693,44.0,High,True
